எண்,பால்,இயல்,அதிகாரம்,குறள்
867,2. பொருட்பால்,2.3 அங்கவியல்,2.3.14 பகைமாட்சி,"கொடுத்தும் கொளல்வேண்டும் மன்ற அடுத்திருந்து
மாணாத செய்வான் பகை."
868,2. பொருட்பால்,2.3 அங்கவியல்,2.3.14 பகைமாட்சி,"குணனிலனாய்க் குற்றம் பலவாயின் மாற்றார்க்கு
இனனிலனாம் ஏமாப் புடைத்து."
869,2. பொருட்பால்,2.3 அங்கவியல்,2.3.14 பகைமாட்சி,"செறுவார்க்குச் சேணிகவா இன்பம் அறிவிலா
அஞ்சும் பகைவர்ப் பெறின்."
870,2. பொருட்பால்,2.3 அங்கவியல்,2.3.14 பகைமாட்சி,"கல்லான் வெகுளும் சிறுபொருள் எஞ்ஞான்றும்
ஒல்லானை ஒல்லா தொளி."
871,2. பொருட்பால்,2.3 அங்கவியல்,2.3.15 பகைத்திறந்தெரிதல்,"பகைஎன்னும் பண்பி லதனை ஒருவன்
நகையேயும் வேண்டற்பாற்று அன்று."
872,2. பொருட்பால்,2.3 அங்கவியல்,2.3.15 பகைத்திறந்தெரிதல்,"வில்லேர் உழவர் பகைகொளினும் கொள்ளற்க
சொல்லேர் உழவர் பகை."
873,2. பொருட்பால்,2.3 அங்கவியல்,2.3.15 பகைத்திறந்தெரிதல்,"ஏமுற் றவரினும் ஏழை தமியனாய்ப்
பல்லார் பகைகொள் பவன்."
874,2. பொருட்பால்,2.3 அங்கவியல்,2.3.15 பகைத்திறந்தெரிதல்,"பகைநட்பாக் கொண்டொழுகும் பண்புடை யாளன்
தகைமைக்கண் தங்கிற்று உலகு."
875,2. பொருட்பால்,2.3 அங்கவியல்,2.3.15 பகைத்திறந்தெரிதல்,"தன்துணை இன்றால் பகையிரண்டால் தான்ஒருவன்
இன்துணையாக் கொள்கவற்றின் ஒன்று."
876,2. பொருட்பால்,2.3 அங்கவியல்,2.3.15 பகைத்திறந்தெரிதல்,"தேறினும் தேறா விடினும் அழிவின்கண்
தேறான் பகாஅன் விடல்."
877,2. பொருட்பால்,2.3 அங்கவியல்,2.3.15 பகைத்திறந்தெரிதல்,"நோவற்க நொந்தது அறியார்க்கு மேவற்க
மென்மை பகைவர் அகத்து."
878,2. பொருட்பால்,2.3 அங்கவியல்,2.3.15 பகைத்திறந்தெரிதல்,"வகையறிந்து தற்செய்து தற்காப்ப மாயும்
பகைவர்கண் பட்ட செருக்கு."
879,2. பொருட்பால்,2.3 அங்கவியல்,2.3.15 பகைத்திறந்தெரிதல்,"இளைதாக முள்மரம் கொல்க களையுநர்
கைகொல்லும் காழ்த்த இடத்து."
880,2. பொருட்பால்,2.3 அங்கவியல்,2.3.15 பகைத்திறந்தெரிதல்,"உயிர்ப்ப உளரல்லர் மன்ற செயிர்ப்பவர்
செம்மல் சிதைக்கலா தார்."
881,2. பொருட்பால்,2.3 அங்கவியல்,2.3.16 உட்பகை,"நிழல்நீரும் இன்னாத இன்னா தமர்நீரும்
இன்னாவாம் இன்னா செயின்."
882,2. பொருட்பால்,2.3 அங்கவியல்,2.3.16 உட்பகை,"வாள்போல பகைவரை அஞ்சற்க அஞ்சுக
கேள்போல் பகைவர் தொடர்பு."
